N,P,K,temperature,humidity,ph,rainfall,label
67.4,31.5,37.6,32.3,62.7,6.46,525.2,muskmelon
72.2,32.2,37.7,26.6,64.7,6.49,483.1,muskmelon
50.7,32.8,36.9,29.3,62.9,6.39,518.7,muskmelon
60.3,34.4,42.0,24.9,63.8,6.61,416.0,muskmelon
73.6,50.1,35.9,27.7,65.9,6.47,586.7,muskmelon
71.6,37.7,43.5,29.7,64.7,6.35,540.7,muskmelon
65.5,24.3,33.7,29.3,64.5,6.45,548.9,muskmelon
80.4,40.7,37.8,29.4,66.3,6.44,502.3,muskmelon
67.2,12.6,27.9,29.8,64.4,6.54,456.1,muskmelon
44.6,46.5,23.5,27.3,65.8,6.46,496.7,muskmelon
53.4,50.7,36.8,26.2,64.4,6.28,473.4,muskmelon
34.2,45.5,63.8,21.8,63.6,6.47,450.3,muskmelon
68.7,25.1,59.3,30.2,66.1,6.67,519.5,muskmelon
52.9,61.9,11.5,28.3,65.6,6.46,484.4,muskmelon
57.4,49.7,47.8,27.1,63.9,6.33,470.0,muskmelon
70.2,35.8,29.1,27.9,63.9,6.5,490.1,muskmelon
50.3,51.2,43.8,31.4,66.1,6.36,466.7,muskmelon
78.7,40.5,41.8,26.6,63.5,6.57,551.7,muskmelon
47.8,35.2,21.0,28.1,64.1,6.64,450.7,muskmelon
74.7,40.0,22.5,25.7,63.3,6.28,520.1,muskmelon
32.4,52.7,29.0,28.8,64.7,6.39,462.9,muskmelon
60.6,46.0,54.5,31.0,64.3,6.36,503.6,muskmelon
82.5,35.9,48.0,29.0,65.7,6.45,491.6,muskmelon
53.5,59.6,40.6,22.0,65.5,6.74,516.4,muskmelon
54.7,35.7,44.0,31.3,64.3,6.68,511.3,muskmelon
68.3,25.2,10.3,27.6,65.3,6.57,518.4,muskmelon
64.0,38.5,50.9,28.2,64.0,6.47,477.0,muskmelon
90.5,11.9,55.7,25.2,66.2,6.46,561.5,muskmelon
63.6,34.0,44.1,27.6,64.4,6.36,540.4,muskmelon
104.9,43.2,29.3,28.4,66.1,6.15,446.9,muskmelon
54.5,48.0,10.0,23.4,65.5,6.49,519.8,muskmelon
44.8,38.8,32.3,24.2,64.4,6.59,519.6,muskmelon
46.1,44.8,44.5,31.6,66.3,6.54,486.7,muskmelon
72.3,34.8,16.8,24.0,65.0,6.68,487.5,muskmelon
49.4,57.7,26.9,30.6,63.0,6.32,519.1,muskmelon
72.6,44.9,31.0,25.5,64.8,6.76,415.1,muskmelon
31.3,47.0,69.8,23.6,64.7,6.56,525.3,muskmelon
78.8,39.2,77.8,25.6,66.5,6.11,411.0,muskmelon
69.8,45.0,55.0,24.1,62.6,6.68,512.9,muskmelon
75.7,48.7,29.8,23.7,67.4,6.35,518.7,muskmelon
57.1,46.9,35.5,27.4,65.6,6.76,587.9,muskmelon
88.3,15.1,42.8,28.6,63.1,6.43,472.7,muskmelon
59.1,66.5,23.0,27.2,63.8,6.64,504.8,muskmelon
92.4,31.0,48.5,29.5,64.5,6.32,501.3,muskmelon
45.3,42.5,41.7,26.0,63.8,6.71,538.7,muskmelon
44.2,30.4,22.2,26.7,64.6,6.53,469.3,muskmelon
59.5,48.5,45.8,27.6,65.2,6.37,570.7,muskmelon
46.2,67.1,13.2,29.3,65.8,6.57,447.0,muskmelon
33.9,73.2,43.4,31.2,64.7,6.55,486.2,muskmelon
47.5,54.0,58.6,24.0,64.9,6.52,490.0,muskmelon
32.8,67.2,51.6,32.5,66.5,6.72,511.7,muskmelon
80.4,64.4,10.0,25.8,64.4,6.35,494.0,muskmelon
58.8,57.0,20.7,32.0,65.7,6.37,498.8,muskmelon
57.2,61.2,51.0,29.1,64.4,6.36,534.8,muskmelon
42.0,33.7,43.2,30.5,64.5,6.47,431.9,muskmelon
74.7,36.7,28.2,25.5,66.1,6.42,486.6,muskmelon
47.8,34.4,43.9,30.9,61.6,6.24,504.4,muskmelon
51.3,32.7,83.9,27.8,64.9,6.45,467.8,muskmelon
57.9,42.5,70.3,24.4,64.7,6.68,465.4,muskmelon
54.9,27.2,40.9,28.3,66.6,6.5,465.6,muskmelon
38.4,29.3,48.9,25.1,64.6,6.64,497.2,muskmelon
38.0,12.7,61.2,26.0,65.1,6.45,471.5,muskmelon
58.0,17.7,50.9,29.0,63.0,6.76,551.3,muskmelon
35.8,36.5,51.7,25.7,63.5,6.62,549.1,muskmelon
51.3,33.7,10.0,30.8,65.5,6.62,422.7,muskmelon
45.6,43.9,40.7,28.0,64.2,6.43,493.6,muskmelon
44.8,28.1,34.7,28.5,65.9,6.67,502.7,muskmelon
61.3,38.5,43.9,25.7,65.2,6.4,544.4,muskmelon
55.4,48.9,48.0,27.3,66.2,6.4,501.2,muskmelon
72.9,46.5,37.8,24.5,63.3,6.46,468.9,muskmelon
54.3,22.1,62.5,23.3,64.4,6.46,536.7,muskmelon
69.3,37.9,79.2,31.8,63.0,6.63,493.7,muskmelon
91.1,35.6,38.8,29.9,62.9,6.45,468.6,muskmelon
57.5,37.7,28.8,24.6,64.9,6.52,483.6,muskmelon
38.0,39.5,54.0,29.3,66.7,6.36,537.2,muskmelon
40.6,56.1,33.8,27.5,65.7,6.82,481.5,muskmelon
59.6,41.6,39.4,25.8,64.7,6.34,527.3,muskmelon
35.1,18.8,63.4,27.7,66.2,6.53,486.8,muskmelon
74.9,42.3,49.8,29.6,64.4,6.55,508.8,muskmelon
46.4,37.9,13.5,32.3,64.7,6.63,459.0,muskmelon
62.1,41.7,12.6,32.5,64.9,6.43,485.9,muskmelon
35.2,52.9,18.9,23.2,66.3,6.59,535.2,muskmelon
59.2,43.9,49.7,26.5,68.7,6.51,472.0,muskmelon
46.1,63.6,49.6,25.3,64.7,6.2,543.6,muskmelon
81.9,30.9,49.6,26.5,63.2,6.61,527.0,muskmelon
69.9,43.5,41.1,30.3,63.8,6.47,430.4,muskmelon
56.6,39.6,36.2,27.5,63.0,6.51,475.3,muskmelon
63.6,44.0,22.4,29.0,65.4,6.32,457.4,muskmelon
58.4,26.9,33.0,30.2,64.4,6.44,522.9,muskmelon
61.0,33.9,28.5,30.2,66.9,6.59,540.7,muskmelon
91.0,22.5,47.7,27.1,65.0,6.46,520.4,muskmelon
58.2,27.1,27.9,22.5,63.8,6.48,487.0,muskmelon
28.3,37.4,58.8,25.2,63.4,6.55,577.8,muskmelon
59.7,23.9,21.8,30.4,65.8,6.49,498.5,muskmelon
60.5,59.3,51.8,27.0,66.3,6.35,539.3,muskmelon
57.5,43.8,27.0,27.8,65.4,6.61,473.7,muskmelon
78.6,17.4,33.6,28.9,64.1,6.63,495.9,muskmelon
75.0,31.1,27.6,26.0,65.7,6.3,493.3,muskmelon
48.8,39.7,32.2,28.6,65.5,6.5,544.9,muskmelon
85.9,34.8,26.5,23.9,66.2,6.46,504.6,muskmelon
61.6,33.4,40.9,33.3,64.7,6.51,502.8,muskmelon
58.0,32.1,66.6,26.1,64.2,6.38,457.1,muskmelon
68.7,44.0,47.2,28.1,63.3,6.5,429.7,muskmelon
37.6,22.1,46.1,25.6,64.1,6.61,567.2,muskmelon
63.2,44.4,42.6,29.3,66.4,6.55,470.5,muskmelon
76.0,58.8,54.4,24.9,66.0,6.48,554.5,muskmelon
63.6,39.3,10.0,28.7,64.2,6.26,476.8,muskmelon
37.3,56.5,49.2,21.5,62.8,6.56,555.6,muskmelon
36.9,35.7,27.4,28.8,65.5,6.44,467.3,muskmelon
72.4,36.7,63.1,25.1,63.1,6.68,507.6,muskmelon
73.2,29.6,50.1,25.5,65.4,6.34,506.7,muskmelon
69.5,18.4,47.0,27.7,64.7,6.56,474.0,muskmelon
58.8,30.3,43.9,25.3,64.9,6.38,457.0,muskmelon
44.0,32.5,28.2,29.5,64.0,6.45,536.8,muskmelon
72.9,33.5,10.0,28.4,64.9,6.61,494.3,muskmelon
84.8,60.2,23.0,29.9,64.1,6.54,528.7,muskmelon
21.5,52.5,61.4,26.6,64.4,6.42,441.9,muskmelon
60.7,45.3,55.8,30.6,62.9,6.74,532.1,muskmelon
37.9,45.0,32.0,28.8,64.1,6.68,555.0,muskmelon
41.7,25.3,58.2,28.1,66.3,6.5,542.0,muskmelon
86.8,37.1,54.8,27.8,63.8,6.57,477.9,muskmelon
72.3,42.6,39.3,24.7,66.9,6.41,525.6,muskmelon
64.8,56.7,18.5,23.9,65.5,6.48,459.9,muskmelon
45.8,64.0,42.8,31.0,64.7,6.43,463.1,muskmelon
36.6,44.8,41.4,31.2,64.9,6.34,464.3,muskmelon
68.6,30.3,44.4,29.5,63.5,6.44,582.5,muskmelon
64.3,37.0,49.6,26.3,63.6,6.55,486.3,muskmelon
36.8,39.1,29.5,26.3,66.3,6.61,582.6,muskmelon
78.0,31.0,39.9,26.4,64.7,6.47,509.0,muskmelon
41.2,37.8,39.3,25.5,64.7,6.65,474.2,muskmelon
65.8,43.2,70.9,23.5,65.9,6.55,474.9,muskmelon
55.0,33.6,51.3,27.9,63.6,6.47,463.4,muskmelon
55.8,37.8,34.0,31.1,63.5,6.56,494.2,muskmelon
48.4,21.2,51.0,26.2,64.8,6.46,452.5,muskmelon
51.7,50.3,33.1,24.2,65.6,6.3,501.1,muskmelon
55.5,49.2,61.0,22.0,64.4,6.48,519.0,muskmelon
30.6,48.4,32.7,32.0,64.8,6.52,546.2,muskmelon
50.3,19.7,61.7,23.7,65.9,6.69,544.9,muskmelon
53.6,28.3,39.1,25.9,66.8,6.36,496.2,muskmelon
70.3,42.9,43.7,27.1,64.7,6.57,467.3,muskmelon
67.6,51.4,23.9,23.7,65.4,6.66,540.4,muskmelon
48.7,30.2,40.5,34.8,66.2,6.57,508.4,muskmelon
70.5,28.0,46.9,25.0,65.5,6.66,559.0,muskmelon
65.2,50.7,22.0,29.8,63.8,6.44,501.6,muskmelon
58.6,50.5,44.7,25.8,63.6,6.49,527.8,muskmelon
75.5,49.1,41.2,27.3,65.3,6.52,502.1,muskmelon
39.2,32.8,40.6,30.1,66.1,6.46,575.5,muskmelon
52.0,27.3,37.3,33.1,67.0,6.54,488.0,muskmelon
47.8,38.1,39.5,25.6,63.4,6.43,473.4,muskmelon
73.5,37.0,38.4,25.3,64.8,6.57,484.7,muskmelon
42.1,43.0,31.0,25.0,63.6,6.57,493.3,muskmelon
77.7,42.0,30.7,33.5,65.7,6.48,520.4,muskmelon
79.1,36.3,51.3,29.3,63.1,6.38,499.2,muskmelon
37.5,43.1,43.6,24.3,62.6,6.3,534.1,muskmelon
67.1,42.7,18.1,25.3,66.5,6.54,439.1,muskmelon
60.5,47.4,37.8,26.7,63.8,6.38,479.7,muskmelon
43.6,33.3,17.0,29.0,65.7,6.61,538.2,muskmelon
43.2,41.8,52.4,26.6,65.8,6.59,423.0,muskmelon
38.8,29.9,45.0,28.3,64.9,6.6,457.1,muskmelon
54.8,15.4,38.2,28.6,65.1,6.42,499.6,muskmelon
66.2,27.8,44.3,30.1,65.9,6.39,528.6,muskmelon
73.0,37.7,20.4,24.6,62.7,6.62,433.1,muskmelon
60.1,50.3,32.5,24.8,66.7,6.44,477.2,muskmelon
65.2,31.9,47.0,27.7,65.5,6.57,520.0,muskmelon
70.4,39.4,58.8,27.9,63.6,6.45,476.4,muskmelon
77.9,22.9,41.0,27.3,64.8,6.61,469.3,muskmelon
33.9,27.5,39.1,28.7,67.8,6.29,429.1,muskmelon
63.7,50.6,14.3,22.3,61.6,6.42,488.1,muskmelon
60.9,27.3,28.3,23.8,66.1,6.65,490.6,muskmelon
47.5,25.9,55.0,23.9,65.1,6.67,534.2,muskmelon
76.2,45.0,50.9,26.2,66.7,6.52,485.2,muskmelon
48.9,30.9,69.4,30.7,66.0,6.7,465.5,muskmelon
54.4,45.4,38.1,26.4,62.9,6.56,508.9,muskmelon
30.7,35.3,50.6,29.9,65.2,6.41,528.9,muskmelon
58.9,40.4,34.2,27.1,64.9,6.24,505.8,muskmelon
59.3,56.1,49.7,28.1,63.3,6.55,441.5,muskmelon
44.0,47.5,24.2,31.4,65.3,6.65,545.2,muskmelon
11.6,39.4,21.9,31.7,64.9,6.39,499.4,muskmelon
83.3,57.4,54.9,32.9,66.3,6.66,499.2,muskmelon
64.4,62.1,41.9,27.7,64.6,6.47,451.4,muskmelon
45.2,41.9,26.7,26.9,63.2,6.57,505.3,muskmelon
73.7,41.3,27.3,27.8,65.9,6.58,508.2,muskmelon
75.1,46.2,39.6,26.3,66.3,6.57,508.6,muskmelon
57.7,44.2,40.9,28.2,65.5,6.58,509.0,muskmelon
47.3,35.4,23.6,31.2,63.8,6.42,474.5,muskmelon
62.8,42.0,10.0,30.2,65.4,6.39,507.5,muskmelon
72.4,46.9,12.4,24.2,65.9,6.45,475.2,muskmelon
48.8,25.4,39.1,29.3,65.7,6.3,473.9,muskmelon
88.1,41.2,24.6,29.4,65.9,6.49,464.2,muskmelon
56.2,41.3,25.4,29.5,63.9,6.44,471.6,muskmelon
36.1,26.9,33.2,26.2,65.4,6.38,479.9,muskmelon
57.3,31.7,32.6,28.3,63.5,6.31,530.5,muskmelon
48.0,52.3,62.5,31.1,64.7,6.56,455.7,muskmelon
72.8,27.5,21.4,27.0,65.2,6.37,551.3,muskmelon
74.8,38.3,10.0,29.4,67.2,6.29,475.1,muskmelon
72.1,36.3,59.0,30.3,62.0,6.73,468.1,muskmelon
76.7,33.9,20.4,27.7,67.0,6.54,505.4,muskmelon
92.4,31.9,27.1,26.7,66.9,6.51,523.2,muskmelon
49.4,49.1,42.8,28.0,64.6,6.45,509.2,muskmelon
79.4,25.6,21.1,28.6,66.5,6.4,419.9,muskmelon
50.3,54.8,36.1,26.4,66.4,6.48,513.3,muskmelon
74.7,27.0,43.9,27.0,65.8,6.59,530.9,muskmelon
96.7,41.0,20.0,25.5,66.2,6.64,475.3,muskmelon
58.2,46.1,41.8,29.6,64.4,6.62,474.5,muskmelon
51.0,45.9,46.5,29.3,63.5,6.64,491.7,muskmelon
62.1,44.4,56.4,27.3,65.1,6.21,504.1,muskmelon
53.0,48.7,61.5,24.1,63.5,6.67,516.9,muskmelon
72.6,49.4,65.2,27.2,64.7,6.65,478.5,muskmelon
76.9,31.5,44.2,27.3,65.7,6.33,503.5,muskmelon
69.5,48.2,43.0,29.3,63.9,6.5,481.6,muskmelon
73.5,37.4,39.3,24.9,66.0,6.51,463.0,muskmelon
61.9,48.8,57.5,28.1,66.0,6.4,541.8,muskmelon
68.6,42.0,36.8,34.3,65.9,6.62,470.4,muskmelon
62.3,46.1,59.2,27.7,65.4,6.64,511.3,muskmelon
26.6,44.7,23.8,29.0,65.0,6.5,538.0,muskmelon
67.1,50.6,54.0,25.9,66.5,6.53,544.7,muskmelon
54.0,40.6,29.9,26.3,64.0,6.57,518.6,muskmelon
83.2,41.3,43.1,28.4,68.3,6.4,483.4,muskmelon
28.7,44.2,41.2,29.6,66.6,6.52,472.7,muskmelon
41.5,22.3,34.7,26.9,67.2,6.61,500.4,muskmelon
63.5,39.5,17.0,31.3,64.0,6.4,538.3,muskmelon
40.9,38.9,23.8,27.1,63.5,6.41,469.6,muskmelon
84.1,48.0,57.5,26.9,65.9,6.47,508.6,muskmelon
74.6,38.9,15.6,29.4,64.6,6.51,493.9,muskmelon
55.4,46.2,66.3,26.0,64.4,6.44,403.3,muskmelon
62.2,69.9,34.6,25.4,63.0,6.55,513.5,muskmelon
74.3,58.2,17.3,27.3,66.7,6.38,457.7,muskmelon
32.4,20.4,52.4,27.7,63.2,6.31,505.2,muskmelon
44.5,68.4,44.5,22.6,66.6,6.6,512.8,muskmelon
66.4,48.8,58.3,26.7,66.3,6.47,561.0,muskmelon
45.5,17.2,26.1,25.2,64.2,6.53,559.2,muskmelon
68.5,35.1,60.6,27.5,65.1,6.67,536.7,muskmelon
60.6,29.5,54.7,28.2,65.2,6.48,478.5,muskmelon
59.7,29.7,20.9,24.8,65.5,6.41,495.2,muskmelon
71.9,35.9,55.5,31.7,65.0,6.61,529.2,muskmelon
39.6,45.1,60.3,25.4,63.1,6.46,529.7,muskmelon
101.3,25.0,49.6,29.6,63.6,6.88,485.9,muskmelon
74.1,14.2,39.3,24.6,65.1,6.51,455.4,muskmelon
82.9,66.1,66.0,28.3,63.9,6.55,592.3,muskmelon
52.1,36.4,43.5,27.9,64.0,6.68,495.1,muskmelon
102.6,52.7,16.9,24.5,64.1,6.6,510.7,muskmelon
52.3,46.7,53.7,28.3,65.4,6.59,480.0,muskmelon
97.4,51.9,57.5,26.7,63.1,6.61,523.1,muskmelon
64.0,62.9,53.1,32.1,66.0,6.52,496.0,muskmelon
65.0,40.5,53.2,23.1,64.2,6.57,475.1,muskmelon
18.7,49.9,46.0,32.8,67.5,6.38,462.4,muskmelon
41.3,54.1,22.9,26.0,61.6,6.61,548.0,muskmelon
45.5,22.2,42.0,25.7,65.3,6.48,465.6,muskmelon
88.7,28.3,43.8,23.2,65.3,6.47,531.1,muskmelon
32.8,42.6,43.4,29.3,62.9,6.4,510.3,muskmelon
43.5,51.5,29.0,26.7,64.7,6.42,487.4,muskmelon
58.2,30.4,42.3,28.9,63.9,6.62,463.7,muskmelon
66.3,29.4,23.6,30.6,65.5,6.62,538.4,muskmelon
57.6,18.9,71.6,32.4,65.6,6.37,445.2,muskmelon
70.3,26.3,28.3,29.5,66.1,6.44,535.9,muskmelon
73.5,47.2,70.6,23.2,63.4,6.66,495.4,muskmelon
62.0,55.0,11.7,27.3,64.4,6.28,539.4,muskmelon
54.7,37.2,32.6,29.6,64.7,6.43,508.5,muskmelon
59.9,41.1,63.3,25.1,65.9,6.39,548.8,muskmelon
59.3,22.9,21.7,25.6,63.9,6.42,527.3,muskmelon
53.9,33.2,50.1,27.8,65.2,6.62,499.8,muskmelon
63.2,58.9,50.5,26.3,62.4,6.53,525.8,muskmelon
52.1,46.1,70.9,30.1,65.4,6.37,499.6,muskmelon
62.8,38.4,28.8,29.9,66.3,6.56,523.5,muskmelon
66.8,54.4,32.9,24.6,64.8,6.4,495.5,muskmelon
50.6,45.3,10.0,27.9,65.9,6.56,479.5,muskmelon
48.8,24.3,59.2,29.0,63.7,6.39,475.9,muskmelon
82.9,58.6,43.1,27.7,66.0,6.5,532.0,muskmelon
47.1,52.3,39.1,28.5,64.9,6.49,478.3,muskmelon
54.2,54.0,28.1,25.8,66.9,6.39,465.6,muskmelon
60.8,10.6,15.9,27.3,64.2,6.28,528.7,muskmelon
62.4,47.3,36.2,29.2,65.0,6.6,495.4,muskmelon
45.0,56.2,32.1,31.9,67.0,6.45,454.1,muskmelon
64.0,41.9,59.3,25.9,65.3,6.7,418.9,muskmelon
53.1,50.1,39.4,27.6,63.7,6.47,484.8,muskmelon
38.2,29.8,57.2,29.1,64.2,6.55,466.4,muskmelon
58.9,48.8,36.2,29.4,64.6,6.59,451.9,muskmelon
68.0,71.0,10.0,31.0,64.9,6.47,472.8,muskmelon
49.1,50.7,50.2,31.2,65.5,6.48,538.2,muskmelon
79.5,26.1,43.8,24.0,64.9,6.28,553.2,muskmelon
84.7,49.4,38.5,32.0,65.3,6.39,491.4,muskmelon
57.5,48.6,48.9,24.5,65.8,6.55,503.8,muskmelon
76.9,22.5,38.9,29.5,65.6,6.47,509.2,muskmelon
70.8,41.5,21.7,25.4,66.2,6.38,510.5,muskmelon
54.3,5.0,38.7,29.0,64.8,6.52,535.4,muskmelon
50.0,47.5,44.1,27.0,62.6,6.46,477.1,muskmelon
47.0,50.9,50.2,21.7,65.2,6.54,460.3,muskmelon
55.7,24.3,44.5,26.8,63.7,6.55,481.4,muskmelon
55.8,36.4,40.6,25.3,66.7,6.65,517.0,muskmelon
33.5,26.4,30.9,27.2,65.3,6.45,559.2,muskmelon
36.2,43.4,39.7,29.8,64.0,6.55,470.0,muskmelon
73.5,49.2,49.7,26.5,64.9,6.5,526.9,muskmelon
36.8,60.4,46.7,26.2,66.5,6.72,399.4,muskmelon
67.5,37.9,29.7,23.5,64.6,6.45,495.3,muskmelon
53.9,44.0,58.6,31.8,64.1,6.68,516.2,muskmelon
87.3,24.9,49.2,28.3,67.0,6.5,542.6,muskmelon
61.0,59.0,44.9,27.1,65.5,6.63,523.5,muskmelon
56.2,55.1,42.3,26.6,64.3,6.35,506.9,muskmelon
52.3,42.3,48.9,29.2,63.1,6.54,521.9,muskmelon
47.8,52.8,31.3,25.4,63.8,6.75,516.1,muskmelon
84.2,68.0,28.5,28.1,63.0,6.73,528.5,muskmelon
71.8,62.9,15.0,26.4,64.5,6.37,442.3,muskmelon
81.4,51.0,45.1,31.2,65.2,6.58,479.2,muskmelon
58.5,37.6,38.9,27.3,63.3,6.43,541.6,muskmelon
72.4,45.5,51.0,30.8,64.2,6.61,500.9,muskmelon
46.1,60.4,50.0,27.5,64.3,6.25,497.1,muskmelon
82.4,33.6,45.7,27.5,63.5,6.68,509.0,muskmelon
67.4,30.1,60.0,25.5,66.0,6.48,516.8,muskmelon
59.4,42.4,37.9,29.6,65.3,6.64,452.4,muskmelon
68.3,28.5,29.0,24.8,64.9,6.55,530.0,muskmelon
57.2,32.1,31.8,27.4,63.9,6.58,547.8,muskmelon
46.6,61.7,27.6,29.1,64.0,6.51,508.1,muskmelon
59.1,30.4,50.1,27.1,65.4,6.66,476.9,muskmelon
84.7,34.9,36.9,27.7,63.1,6.64,502.7,muskmelon
68.1,44.3,32.3,28.3,64.1,6.55,518.2,muskmelon
43.5,48.2,46.6,32.6,64.8,6.5,461.6,muskmelon
53.6,58.0,34.4,31.5,65.6,6.5,479.2,muskmelon
45.3,63.0,47.2,30.3,66.8,6.48,479.2,muskmelon
57.5,31.9,39.6,29.9,64.8,6.43,468.6,muskmelon
59.7,52.4,51.8,25.9,63.0,6.61,541.2,muskmelon
62.1,55.5,29.3,30.5,67.4,6.21,505.2,muskmelon
73.2,41.3,29.4,28.0,63.0,6.4,412.8,muskmelon
86.1,14.2,19.0,26.7,65.0,6.56,540.9,muskmelon
58.9,48.3,43.4,27.0,64.6,6.51,558.8,muskmelon
60.6,37.6,55.0,29.3,65.7,6.43,464.0,muskmelon
62.0,33.7,39.3,24.6,65.5,6.61,498.3,muskmelon
59.0,30.6,40.4,24.8,67.3,6.38,507.9,muskmelon
93.8,40.7,49.7,24.4,66.1,6.11,522.2,muskmelon
50.4,54.1,21.0,25.6,64.7,6.53,510.1,muskmelon
48.5,27.5,42.3,29.8,64.8,6.47,509.7,muskmelon
85.1,20.8,37.2,32.1,65.4,6.47,439.4,muskmelon
68.8,53.5,23.8,28.2,67.7,6.59,439.2,muskmelon
22.6,46.0,44.3,29.3,63.2,6.62,488.2,muskmelon
68.2,49.1,38.3,33.0,64.8,6.5,462.5,muskmelon
55.5,69.1,30.5,28.5,66.0,6.54,519.0,muskmelon
45.1,33.9,41.3,25.6,64.6,6.83,500.9,muskmelon
66.2,31.3,29.1,31.3,66.3,6.61,460.7,muskmelon
43.3,30.7,35.4,27.0,66.2,6.45,514.2,muskmelon
63.8,44.9,34.3,29.0,63.7,6.47,473.8,muskmelon
84.1,52.2,45.3,27.5,64.6,6.5,456.7,muskmelon
74.3,47.7,28.6,24.1,64.2,6.2,514.5,muskmelon
77.5,34.6,27.1,28.8,64.3,6.57,500.5,muskmelon
45.0,23.9,58.7,30.5,67.2,6.61,554.1,muskmelon
74.7,23.8,50.1,28.6,63.2,6.57,521.8,muskmelon
51.1,64.6,53.7,25.5,65.3,6.58,480.7,muskmelon
42.0,35.4,35.6,28.6,66.3,6.29,479.7,muskmelon
67.6,40.5,40.5,25.0,63.5,6.7,532.6,muskmelon
58.1,43.9,45.2,24.9,62.1,6.49,552.8,muskmelon
55.8,41.6,50.9,23.3,64.3,6.65,488.5,muskmelon
64.5,26.5,45.0,22.8,64.8,6.56,430.4,muskmelon
75.1,29.3,66.3,26.0,66.6,6.6,486.8,muskmelon
47.5,53.3,47.9,26.9,66.9,6.39,522.4,muskmelon
71.7,27.8,47.7,28.7,64.2,6.35,498.6,muskmelon
68.9,39.0,40.0,27.6,64.9,6.41,494.3,muskmelon
61.8,39.7,35.0,24.9,65.2,6.55,491.2,muskmelon
76.7,51.0,61.0,26.8,66.4,6.75,511.0,muskmelon
62.8,37.2,27.6,28.8,64.6,6.48,515.3,muskmelon
47.2,44.8,43.9,27.5,63.7,6.68,493.2,muskmelon
59.1,33.0,79.1,24.7,65.5,6.49,509.4,muskmelon
59.4,32.4,51.9,27.3,64.6,6.37,515.2,muskmelon
73.6,39.1,53.5,26.9,62.6,6.57,502.8,muskmelon
36.7,35.2,42.2,29.4,65.0,6.43,526.8,muskmelon
68.0,52.0,49.2,26.1,64.9,6.47,488.1,muskmelon
61.7,29.1,21.9,27.4,63.9,6.63,459.2,muskmelon
63.3,55.8,52.3,22.0,66.5,6.62,488.6,muskmelon
54.6,41.0,42.3,24.4,64.7,6.39,551.8,muskmelon
70.3,37.1,44.4,27.8,64.4,6.49,501.9,muskmelon
27.5,37.4,43.7,22.3,67.1,6.55,488.5,muskmelon
58.0,41.0,42.6,29.5,67.1,6.55,545.9,muskmelon
66.6,38.1,26.1,23.6,64.9,6.55,475.4,muskmelon
43.6,56.7,51.9,25.0,64.8,6.55,519.5,muskmelon
90.2,28.7,53.2,25.1,64.9,6.3,464.6,muskmelon
44.7,36.9,10.0,29.0,63.9,6.59,571.8,muskmelon
57.7,39.7,36.9,27.4,61.6,6.4,464.2,muskmelon
56.0,28.3,38.3,26.8,63.4,6.52,552.8,muskmelon
56.8,27.1,55.1,29.9,65.9,6.47,514.3,muskmelon
75.1,42.0,38.9,26.6,64.2,6.76,498.9,muskmelon
48.9,50.3,40.1,27.3,64.6,6.62,527.9,muskmelon
52.8,22.1,32.8,23.3,64.1,6.5,570.7,muskmelon
64.1,24.8,40.9,24.7,63.3,6.5,540.0,muskmelon
70.7,19.6,39.0,24.2,63.9,6.64,468.9,muskmelon
62.5,70.1,24.0,28.2,66.4,6.68,519.6,muskmelon
39.4,58.6,10.0,27.5,63.4,6.53,505.8,muskmelon
61.9,21.1,35.9,23.3,63.0,6.24,495.7,muskmelon
52.4,41.3,39.1,25.6,65.0,6.51,537.0,muskmelon
51.2,31.6,38.7,23.8,63.6,6.4,453.9,muskmelon
66.1,53.9,36.3,26.8,64.4,6.44,504.5,muskmelon
68.9,31.5,10.0,26.8,76.6,6.14,1763.4,papaya
53.9,15.5,30.5,28.0,76.1,5.98,1466.1,papaya
59.1,29.7,27.1,29.4,73.5,5.92,1497.5,papaya
61.0,38.0,30.9,31.5,77.9,6.13,1580.7,papaya
42.0,32.3,14.5,31.9,75.1,6.07,1590.7,papaya
60.8,43.3,43.8,33.8,78.4,6.05,1436.0,papaya
52.1,48.6,37.4,28.3,75.9,5.94,1385.7,papaya
65.1,55.3,34.7,27.9,76.5,6.29,1722.6,papaya
56.4,42.0,40.5,26.4,78.8,6.25,1534.1,papaya
62.5,35.5,18.8,30.1,77.2,6.04,1578.5,papaya
65.9,11.3,35.7,31.1,79.4,5.99,1344.8,papaya
31.0,41.4,22.0,28.9,75.6,6.46,1606.5,papaya
57.3,35.2,42.0,30.7,76.8,6.08,1377.7,papaya
67.6,18.3,18.5,26.0,76.1,5.83,1664.8,papaya
43.6,24.2,30.5,30.2,76.2,6.2,1219.5,papaya
67.6,31.8,23.0,27.2,76.6,5.94,1525.9,papaya
58.5,35.3,34.5,32.4,82.2,6.06,1761.7,papaya
56.1,29.2,28.1,26.0,79.0,5.98,1457.5,papaya
49.7,32.9,37.1,27.3,77.5,6.13,1612.6,papaya
71.8,39.0,39.6,31.7,78.9,6.18,1415.3,papaya
72.1,43.1,27.2,29.7,76.8,6.46,1428.2,papaya
70.0,37.3,45.6,27.8,75.7,5.87,1539.5,papaya
64.4,55.1,10.2,29.9,80.2,6.34,1433.1,papaya
75.7,44.4,36.5,29.4,76.5,6.05,1566.8,papaya
